"Endpoint","M̩thode","Description","Param̬tres","Code HTTP Attendu","Code HTTP Re̤u","Statut","Message Erreur","Timestamp"
"http://localhost:8080/api/itineraries","GET","List all itineraries","None","200","200","OK","","2025-09-04 09:45:55"
